npm verbose cli C:\Program Files\nodejs\node.exe C:\Program Files\nodejs\node_modules\npm\bin\npm-cli.js
npm http cache https://registry.npmjs.org/slash 9ms (cache hit)
npm http cache https://registry.npmjs.org/jest-diff 13ms (cache hit)
npm http cache https://registry.npmjs.org/ci-info 14ms (cache hit)
npm http cache https://registry.npmjs.org/stack-utils 16ms (cache hit)
npm http cache https://registry.npmjs.org/setprototypeof 20ms (cache hit)
npm http cache https://registry.npmjs.org/bytes 23ms (cache hit)
npm http cache https://registry.npmjs.org/wrappy 21ms (cache hit)
npm http cache https://registry.npmjs.org/negotiator 26ms (cache hit)
npm http cache https://registry.npmjs.org/inherits 25ms (cache hit)
npm http cache https://registry.npmjs.org/raw-body 27ms (cache hit)
npm http cache https://registry.npmjs.org/toidentifier 26ms (cache hit)
npm http cache https://registry.npmjs.org/side-channel 25ms (cache hit)
npm http cache https://registry.npmjs.org/ipaddr.js 26ms (cache hit)
npm http cache https://registry.npmjs.org/ee-first 30ms (cache hit)
npm http cache https://registry.npmjs.org/forwarded 30ms (cache hit)
npm http cache https://registry.npmjs.org/is-promise 29ms (cache hit)
npm http cache https://registry.npmjs.org/media-typer 29ms (cache hit)
npm http cache https://registry.npmjs.org/unpipe 4ms (cache hit)
npm http cache https://registry.npmjs.org/keyv 7ms (cache hit)
npm http cache https://registry.npmjs.org/flatted 11ms (cache hit)
npm http cache https://registry.npmjs.org/@tokenizer%2ftoken 6ms (cache hit)
npm http cache https://registry.npmjs.org/@borewit%2ftext-codec 7ms (cache hit)
npm http cache https://registry.npmjs.org/ieee754 7ms (cache hit)
npm http cache https://registry.npmjs.org/@tokenizer%2ftoken 8ms (cache hit)
npm http cache https://registry.npmjs.org/p-locate 5ms (cache hit)
npm http cache https://registry.npmjs.org/@firebase%2fdatabase-types 45ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/functional-red-black-tree 2061ms (cache miss)
npm http cache https://registry.npmjs.org/duplexify 4ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/@google-cloud%2fpromisify 2255ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/@google-cloud%2fprojectify 2461ms (cache miss)
npm http cache https://registry.npmjs.org/html-entities 4ms (cache hit)
npm http cache https://registry.npmjs.org/mime 5ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/@opentelemetry%2fapi 2771ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/p-limit 488ms (cache miss)
npm http cache https://registry.npmjs.org/teeny-request 5ms (cache hit)
npm http cache https://registry.npmjs.org/base64-js 4ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/ecdsa-sig-formatter 186ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/retry-request 403ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/gaxios 924ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/google-logging-utils 432ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/gcp-metadata 468ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/jws 239ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/jws 234ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/lodash.once 126ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/lodash.includes 104ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/protobufjs 4019ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/async-retry 4016ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/lodash.isboolean 106ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/lodash.isstring 166ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/lodash.isinteger 82ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/lodash.isplainobject 115ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/lru-memoizer 388ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/gaxios 1606ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/limiter 649ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/lodash.isnumber 861ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/@types%2fjsonwebtoken 471ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/@google-cloud%2fpaginator 5586ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/jose 1941ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/google-gax 8441ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/fast-xml-parser 12250ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/@firebase%2fcomponent 18104ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/@firebase%2futil 27104ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/@firebase%2flogger 29554ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/@firebase%2futil 50805ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/@firebase%2fapp-types 52130ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/@firebase%2fdatabase 55421ms (cache miss)
